nse_symbol,status
IFCI,"ok:consolidated:headline=12:cols=12;schedules=Expenses=4,Other Income=2,Net Profit=HTTP429"
IIFL,"ok:consolidated:headline=12:cols=12;schedules=Expenses=3,Other Income=2,Net Profit=HTTP429"
IRB,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=6"
IRCON,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=6"
ITCHOTELS,"ok:consolidated:headline=12:cols=3;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=6"
ITC,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=7"
ITI,"ok:consolidated:headline=12:cols=10;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=5"
INDGN,"ok:consolidated:headline=12:cols=8;schedules=Sales=1,Expenses=3,Other Income=2,Net Profit=6"
INDIACEM,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=7"
INDIAMART,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=6"
INDIANB,"ok:consolidated:headline=12:cols=12;schedules=Expenses=3,Other Income=2,Net Profit=7"
IEX,"ok:consolidated:headline=12:cols=8;schedules=Sales=1,Expenses=3,Other Income=HTTP429,Net Profit=6"
INDHOTEL,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=7"
IOC,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=5"
IOB,"ok:consolidated:headline=12:cols=7;schedules=Expenses=3,Other Income=2,Net Profit=6"
IREDA,"ok:consolidated:headline=12:cols=8;schedules=Expenses=3,Other Income=2,Net Profit=HTTP429"
IGL,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=7"
INDUSTOWER,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=5"
INDUSINDBK,"ok:standalone:headline=12:cols=12;schedules=Expenses=3,Other Income=2,Net Profit=HTTP429"
NAUKRI,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=7"
INFY,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=3,Other Income=HTTP429,Net Profit=5"
INOXWIND,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=5"
INTELLECT,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=3,Other Income=2,Net Profit=5"
INDIGO,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=5"
IGIL,"ok:consolidated:headline=12:cols=4;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=5"
IKS,"ok:consolidated:headline=12:cols=7;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=5"
IPCALAB,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=7"
JBCHEPHARM,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=6"
JKCEMENT,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=6"
JBMA,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=HTTP429"
JKTYRE,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=7"
JMFINANCIL,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=3,Other Income=HTTP429,Net Profit=7"
JPPOWER,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=5"
JSWCEMENT,"ok:consolidated:headline=12:cols=7;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=7"
JSWDULUX,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=5"
JSWENERGY,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=7"
JSWINFRA,"ok:standalone:headline=12:cols=9;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=HTTP429"
JSWSTEEL,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=HTTP429"
JAINREC,"ok:consolidated:headline=12:cols=4;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=6"
J&KBANK,"ok:standalone:headline=12:cols=12;schedules=Expenses=3,Other Income=HTTP429,Net Profit=5"
JINDALSAW,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=6"
JSL,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=7"
JINDALSTEL,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=HTTP429"
JIOFIN,"ok:consolidated:headline=12:cols=4;schedules=Sales=1,Expenses=2,Other Income=HTTP429,Net Profit=5"
JUBLFOOD,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=5"
JUBLINGREA,"ok:standalone:headline=12:cols=7;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=5"
JUBLPHARMA,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=6"
JWL,"ok:consolidated:headline=12:cols=6;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=6"
JYOTICNC,"ok:consolidated:headline=12:cols=8;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=HTTP429"
KPRMILL,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=HTTP429"
KEI,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=6"
KFINTECH,"ok:consolidated:headline=12:cols=8;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=5"
KPITTECH,"ok:consolidated:headline=12:cols=8;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=6"
KAJARIACER,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=6"
KPIL,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=6"
KALYANKJIL,"ok:standalone:headline=12:cols=11;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=5"
KARURVYSYA,"ok:standalone:headline=12:cols=12;schedules=Expenses=3,Other Income=2,Net Profit=5"
KAYNES,"ok:consolidated:headline=12:cols=8;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=6"
KEC,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=6"
KIRLOSENG,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=HTTP429"
KOTAKBANK,"ok:consolidated:headline=12:cols=12;schedules=Expenses=3,Other Income=2,Net Profit=7"
KIMS,"ok:standalone:headline=12:cols=11;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=HTTP429"
LTFOODS,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=7"
LTF,"ok:consolidated:headline=12:cols=12;schedules=Expenses=3,Other Income=2,Net Profit=7"
LTTS,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=3,Other Income=HTTP429,Net Profit=6"
LGEINDIA,"ok:standalone:headline=12:cols=7;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=HTTP429"
LICHSGFIN,"ok:consolidated:headline=12:cols=12;schedules=Expenses=4,Other Income=2,Net Profit=7"
LTM,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=3,Other Income=2,Net Profit=6"
LT,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=HTTP429"
LATENTVIEW,"ok:consolidated:headline=12:cols=10;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=6"
LAURUSLABS,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=5"
THELEELA,"ok:standalone:headline=12:cols=7;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=HTTP429"
LEMONTREE,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=HTTP429"
LENSKART,"ok:consolidated:headline=12:cols=6;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=7"
LICI,"ok:standalone:headline=12:cols=10;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=5"
LINDEINDIA,"ok:consolidated:headline=12:cols=9;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=5"
LLOYDSME,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=7"
LODHA,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=6"
LUPIN,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=7"
MMTC,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=HTTP429"
MRF,"ok:consolidated:headline=12:cols=11;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=6"
MGL,"ok:consolidated:headline=12:cols=4;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=6"
M&MFIN,"ok:consolidated:headline=12:cols=12;schedules=Expenses=3,Other Income=2,Net Profit=6"
M&M,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=7"
MANAPPURAM,"ok:consolidated:headline=12:cols=12;schedules=Expenses=3,Other Income=2,Net Profit=HTTP429"
MRPL,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=6"
MANKIND,"ok:consolidated:headline=12:cols=8;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=7"
MARICO,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=6"
MARUTI,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=HTTP429"
MFSL,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=6"
MAXHEALTH,"ok:consolidated:headline=12:cols=10;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=7"
MAZDOCK,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=7"
MEESHO,"ok:consolidated:headline=12:cols=4;schedules=Sales=1,Expenses=3,Other Income=HTTP429,Net Profit=5"
MINDACORP,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=HTTP429"
MSUMI,"ok:standalone:headline=12:cols=6;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=5"
MOTILALOFS,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=3,Other Income=HTTP429,Net Profit=5"
MPHASIS,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=5"
MCX,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=3,Other Income=HTTP429,Net Profit=5"
MUTHOOTFIN,"ok:consolidated:headline=12:cols=12;schedules=Expenses=3,Other Income=HTTP429,Net Profit=7"
NATCOPHARM,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=7"
NBCC,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=5"
NCC,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=5"
NHPC,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=3,Other Income=HTTP429,Net Profit=5"
NLCINDIA,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=5"
NMDC,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=5"
NSLNISP,"ok:standalone:headline=12:cols=7;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=5"
NTPCGREEN,"ok:consolidated:headline=12:cols=4;schedules=Sales=1,Expenses=3,Other Income=HTTP429,Net Profit=6"
NTPC,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=HTTP429"
NH,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=HTTP429"
NATIONALUM,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=5"
NAVA,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=5"
NAVINFLUOR,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=5"
NESTLEIND,"ok:standalone:headline=12:cols=11;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=5"
NETWEB,"ok:standalone:headline=12:cols=8;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=5"
NEULANDLAB,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=HTTP429"
NEWGEN,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=5"
NAM-INDIA,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=3,Other Income=HTTP429,Net Profit=7"
NIVABUPA,"ok:standalone:headline=12:cols=8;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=HTTP429"
NUVAMA,"ok:consolidated:headline=12:cols=7;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=6"
NUVOCO,"ok:consolidated:headline=12:cols=10;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=6"
OBEROIRLTY,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=5"
ONGC,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=5"
OIL,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=7"
OLAELEC,"ok:consolidated:headline=12:cols=6;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=5"
OLECTRA,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=6"
PAYTM,"ok:standalone:headline=12:cols=11;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=5"
ONESOURCE,"ok:consolidated:headline=12:cols=6;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=5"
OFSS,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=3,Other Income=HTTP429,Net Profit=5"
POLICYBZR,"ok:consolidated:headline=12:cols=11;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=6"
PCBL,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=6"
PGEL,"ok:consolidated:headline=12:cols=9;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=7"
PIIND,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=5"
PNBHOUSING,"ok:standalone:headline=12:cols=12;schedules=Expenses=3,Other Income=2,Net Profit=HTTP429"
PTCIL,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=5"
PVRINOX,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=5"
PAGEIND,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=5"
PARADEEP,"ok:consolidated:headline=12:cols=8;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=5"
PATANJALI,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=7"
PERSISTENT,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=3,Other Income=HTTP429,Net Profit=5"
PETRONET,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=5"
PFIZER,"ok:consolidated:headline=12:cols=3;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=5"
PHOENIXLTD,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=HTTP429"
PWL,"ok:consolidated:headline=12:cols=5;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=6"
PIDILITIND,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=5"
PINELABS,"ok:standalone:headline=12:cols=7;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=5"
PIRAMALFIN,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=3,Other Income=2,Net Profit=6"
PPLPHARMA,"ok:consolidated:headline=12:cols=6;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=5"
POLYMED,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=7"
POLYCAB,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=6"
POONAWALLA,"ok:consolidated:headline=12:cols=12;schedules=Expenses=3,Other Income=2,Net Profit=6"
PFC,"ok:consolidated:headline=12:cols=12;schedules=Expenses=4,Other Income=2,Net Profit=6"
POWERGRID,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=3,Other Income=2,Net Profit=HTTP429"
PREMIERENE,"ok:consolidated:headline=12:cols=7;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=6"
PRESTIGE,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=5"
PNB,"ok:consolidated:headline=12:cols=12;schedules=Expenses=3,Other Income=2,Net Profit=7"
RRKABEL,"ok:consolidated:headline=12:cols=7;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=5"
RBLBANK,"ok:consolidated:headline=12:cols=10;schedules=Expenses=3,Other Income=2,Net Profit=HTTP429"
RECLTD,"ok:consolidated:headline=12:cols=12;schedules=Expenses=4,Other Income=HTTP429,Net Profit=5"
RHIM,"ok:consolidated:headline=12:cols=8;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=6"
RITES,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=6"
RADICO,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=6"
RVNL,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=5"
RAILTEL,"ok:consolidated:headline=12:cols=10;schedules=Sales=1,Expenses=3,Other Income=2,Net Profit=7"
RAINBOW,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=HTTP429"
RKFORGE,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=5"
REDINGTON,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=7"
RELIANCE,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=5"
RPOWER,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=5"
SBFC,"ok:consolidated:headline=12:cols=4;schedules=Expenses=3,Other Income=2,Net Profit=5"
SBICARD,"ok:standalone:headline=12:cols=12;schedules=Expenses=3,Other Income=2,Net Profit=HTTP429"
SBILIFE,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=HTTP429"
SJVN,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=3,Other Income=HTTP429,Net Profit=6"
SRF,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=5"
SAGILITY,"ok:standalone:headline=12:cols=4;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=5"
SAILIFE,"ok:consolidated:headline=12:cols=8;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=5"
SAMMAANCAP,"ok:consolidated:headline=12:cols=12;schedules=Expenses=3,Other Income=2,Net Profit=7"
MOTHERSON,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=7"
SAPPHIRE,"ok:consolidated:headline=12:cols=9;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=6"
SARDAEN,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=7"
SAREGAMA,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=5"
SCHAEFFLER,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=5"
SCHNEIDER,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=5"
SCI,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=3,Other Income=HTTP429,Net Profit=5"
SHREECEM,"ok:consolidated:headline=12:cols=11;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=6"
SHRIRAMFIN,"ok:consolidated:headline=12:cols=12;schedules=Expenses=3,Other Income=2,Net Profit=7"
SHYAMMETL,"ok:consolidated:headline=12:cols=9;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=6"
ENRIN,"ok:standalone:headline=12:cols=1;schedules=Sales=empty,Expenses=4,Other Income=HTTP429,Net Profit=5"
SIEMENS,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=5"
SIGNATURE,"ok:standalone:headline=12:cols=8;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=5"
SOBHA,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=HTTP429"
SOLARINDS,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=6"
SONACOMS,"ok:consolidated:headline=12:cols=9;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=HTTP429"
SONATSOFTW,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=6"
STARHEALTH,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=3,Other Income=HTTP429,Net Profit=5"
SBIN,"ok:standalone:headline=12:cols=12;schedules=Expenses=3,Other Income=2,Net Profit=HTTP429"
SAIL,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=7"
SUMICHEM,"ok:consolidated:headline=12:cols=9;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=6"
SUNPHARMA,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=HTTP429"
SUNTV,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=7"
SUNDARMFIN,"ok:consolidated:headline=12:cols=12;schedules=Expenses=3,Other Income=2,Net Profit=7"
SUPREMEIND,"ok:consolidated:headline=12:cols=11;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=6"
SPLPETRO,"ok:consolidated:headline=12:cols=6;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=6"
SUZLON,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=7"
SWANCORP,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=6"
SWIGGY,"ok:standalone:headline=12:cols=7;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=5"
SYNGENE,"ok:consolidated:headline=12:cols=9;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=5"
SYRMA,"ok:consolidated:headline=12:cols=7;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=7"
TARIL,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=5"
TBOTEK,"ok:consolidated:headline=12:cols=9;schedules=Sales=1,Expenses=3,Other Income=2,Net Profit=6"
TVSMOTOR,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=7"
TATACAP,"ok:consolidated:headline=12:cols=6;schedules=Expenses=3,Other Income=HTTP429,Net Profit=6"
TATACHEM,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=5"
TATACOMM,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=3,Other Income=HTTP429,Net Profit=5"
TCS,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=6"
TATACONSUM,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=7"
TATAELXSI,"ok:consolidated:headline=12:cols=8;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=6"
TATAINVEST,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=HTTP429"
TMCV,"ok:consolidated:headline=12:cols=1;schedules=Sales=empty,Expenses=3,Other Income=HTTP429,Net Profit=4"
TMPV,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=7"
TATAPOWER,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=5"
TATASTEEL,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=5"
TATATECH,"ok:consolidated:headline=12:cols=8;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=HTTP429"
TTML,"ok:consolidated:headline=12:cols=3;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=5"
TECHM,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=3,Other Income=HTTP429,Net Profit=5"
TECHNOE,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=5"
TEGA,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=6"
TEJASNET,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=5"
TENNIND,"ok:consolidated:headline=12:cols=4;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=HTTP429"
NIACL,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=3,Other Income=HTTP429,Net Profit=7"
